-1024,-8164,7196,224,-8192,-7968,7420,-7968,7168
7420,7392,-8164,0,-7968,-800,-8164,224,7196
-8164,7196,224,-8192,-7968,7420,-7968,7168,28
7392,-8164,0,-7968,-800,-8164,224,7196,-1024
7196,224,-8192,-7968,7420,-7968,7168,28,7420
-8164,0,-7968,-800,-8164,224,7196,-1024,-8164
224,-8192,-7968,7420,-7968,7168,28,7420,7392
0,-7968,-800,-8164,224,7196,-1024,-8164,7196
-8192,-7968,7420,-7968,7168,28,7420,7392,-8164
-7968,-800,-8164,224,7196,-1024,-8164,7196,224
-7968,7420,-7968,7168,28,7420,7392,-8164,0
-800,-8164,224,7196,-1024,-8164,7196,224,-8192
7420,-7968,7168,28,7420,7392,-8164,0,-7968
-8164,224,7196,-1024,-8164,7196,224,-8192,-7968
-7968,7168,28,7420,7392,-8164,0,-7968,-800
224,7196,-1024,-8164,7196,224,-8192,-7968,7420
-772,-8164,-8164,7392,7168,7168,252,-800,-8164
-8164,-8164,7392,7168,7168,252,224,-8192,7196
-8164,7392,7168,7168,252,224,-8192,7196,-772
7392,7168,7168,252,224,-8192,7196,-772,-8164
7168,7168,252,224,-8192,7196,-772,-8164,-8164
7168,252,224,-8192,7196,-772,-8164,-8164,7392
252,224,-8192,7196,-772,-8164,-8164,7392,7168
224,-8192,7196,-772,-8164,-8164,7392,7168,7168
-8192,7196,-772,-8164,-8164,7392,7168,7168,252
7196,-772,-8164,-8164,7392,7168,7168,252,224
-772,-8164,-8164,7392,7168,7168,252,224,-8192
-8164,-8164,7392,7168,7168,252,224,-8192,7196
-8164,7392,7168,7168,252,224,-8192,7196,-772
7392,7168,7168,252,224,-8192,7196,-772,-8164
7168,7168,252,224,-8192,7196,-772,-8164,-8164
7168,252,224,-8192,7196,-772,-8164,-8164,7392
252,224,-8192,7196,-772,-8164,-8164,7392,7168
224,-8192,7196,-772,-8164,-8164,7392,7168,7168
-8192,7196,-772,-8164,-8164,7392,7168,7168,252
7196,-772,-8164,-8164,7392,7168,7168,252,224
-772,-8164,-8164,7392,7168,7168,252,224,-8192
7168,7168,7392,7196,7420,-7968,224,-8192,7196
7168,7392,7196,7420,-7968,-7968,-7968,7196,252
7392,7196,7420,-7968,-7968,-7968,7196,252,7168
7196,7420,-7968,-7968,-7968,7196,252,7168,7168
7420,-7968,-7968,-7968,7196,252,7168,7168,7392
-7968,-7968,-7968,7196,252,7168,7168,7392,7196
-7968,-7968,7196,252,7168,7168,7392,7196,7420
-7968,7196,252,7168,7168,7392,7196,7420,-7968
7196,252,7168,7168,7392,7196,7420,-7968,-7968
252,7168,7168,7392,7196,7420,-7968,-7968,-7968
7168,7168,7392,7196,7420,-7968,-7968,-7968,7196
7168,7392,7196,7420,-7968,-7968,-7968,7196,252
7392,7196,7420,-7968,-7968,-7968,7196,252,7168
7196,7420,-7968,-7968,-7968,7196,252,7168,7168
7420,-7968,-7968,-7968,7196,252,7168,7168,7392
-7968,-7968,-7968,7196,252,7168,7168,7392,7196
-7968,-7968,7196,252,7168,7168,7392,7196,7420
-7968,7196,252,7168,7168,7392,7196,7420,-7968
7196,252,7168,7168,7392,7196,7420,-7968,-7968
252,7168,7168,7392,7196,7420,-7968,-7968,-7968
7168,7168,7392,7196,7420,-7968,-7968,-7968,7196
7168,7392,7196,7420,-7968,-7968,-7968,7196,252
7392,7196,7420,-7968,-7968,-7968,7196,252,7168
7196,7420,-7968,-7968,-7968,7196,252,7168,7168
7420,-7968,-7968,-7968,7196,252,7168,7168,7392
252,-7968,-7968,7196,252,7168,7168,7392,7196
252,224,-7940,7168,0,28,7392,7168,7168
252,224,-7940,7168,0,28,7392,7168,7168
252,224,-7940,7168,0,28,7392,7168,7168
252,224,-7940,7168,0,28,7392,7168,7168
252,224,-7940,7168,0,28,7392,7168,7168
252,224,-7940,7168,0,28,7392,7168,7168
252,224,-7940,7168,0,28,7392,7168,7168
252,224,-7940,7168,0,28,7392,7168,7168
252,224,-7940,7168,0,28,7392,7168,7168
252,224,-7940,7168,0,28,7392,7168,7168
252,224,-7940,7168,0,28,7392,7168,7168
252,224,-7940,7168,0,28,7392,7168,7168
252,224,-7940,7168,0,28,7392,7168,7168
252,224,-7940,7168,0,28,7392,7168,7168
252,224,-7940,7168,0,28,7392,7168,7168
252,224,-7940,7168,0,28,7392,7168,7168
