-18,16,54,-18,16,54,-18,16,54
-18,16,54,-18,16,54,-18,16,54
-18,16,54,-18,16,54,-18,16,54
-18,16,54,-18,16,54,-18,16,54
-19,17,56,-18,16,54,-18,16,54
-19,17,56,-19,17,56,-19,17,56
-19,17,56,-19,17,56,-19,17,56
-19,17,56,-19,17,56,-19,17,56
-19,17,56,-19,17,56,-19,17,56
-19,17,56,-19,17,56,-19,17,56
-19,17,56,-19,17,56,-19,17,56
-19,17,56,-19,17,56,-19,17,56
-19,17,56,-19,17,56,-19,17,56
-19,17,56,-19,17,56,-19,17,56
-19,17,56,-19,17,56,-19,17,56
-19,17,56,-19,17,56,-19,17,56
-19,17,56,-19,17,56,-19,17,56
-19,17,56,-19,17,56,-19,17,56
-20,19,56,-20,19,56,-19,17,56
-20,19,56,-20,19,56,-20,19,56
-20,19,56,-20,19,56,-20,19,56
-20,19,56,-20,19,56,-20,19,56
-20,19,56,-20,19,56,-20,19,56
-20,19,56,-20,19,56,-20,19,56
-20,19,56,-20,19,56,-20,19,56
-19,18,55,-19,18,55,-19,18,55
-19,18,55,-19,18,55,-19,18,55
-19,18,55,-19,18,55,-19,18,55
-19,18,55,-19,18,55,-19,18,55
-19,18,55,-19,18,55,-19,18,55
-19,18,55,-19,18,55,-19,18,55
-21,17,56,-21,17,56,-19,18,55
-21,17,56,-21,17,56,-21,17,56
-21,17,56,-21,17,56,-21,17,56
-21,17,56,-21,17,56,-21,17,56
-21,17,56,-21,17,56,-21,17,56
-21,17,56,-21,17,56,-21,17,56
-21,17,56,-21,17,56,-21,17,56
-20,18,56,-20,18,56,-20,18,56
-20,18,56,-20,18,56,-20,18,56
-20,18,56,-20,18,56,-20,18,56
-20,18,56,-20,18,56,-20,18,56
-20,18,56,-20,18,56,-20,18,56
-20,18,56,-20,18,56,-20,18,56
-20,19,56,-20,19,56,-20,18,56
-20,19,56,-20,19,56,-20,19,56
-20,19,56,-20,19,56,-20,19,56
-20,19,56,-20,19,56,-20,19,56
-20,19,56,-20,19,56,-20,19,56
-20,19,56,-20,19,56,-20,19,56
-17,18,56,-20,19,56,-20,19,56
-17,18,56,-17,18,56,-17,18,56
-17,18,56,-17,18,56,-17,18,56
-17,18,56,-17,18,56,-17,18,56
-17,18,56,-17,18,56,-17,18,56
-17,18,56,-17,18,56,-17,18,56
-17,18,56,-17,18,56,-17,18,56
-19,16,56,-19,16,56,-17,18,56
-19,16,56,-19,16,56,-19,16,56
-19,16,56,-19,16,56,-19,16,56
-19,16,56,-19,16,56,-19,16,56
-19,16,56,-19,16,56,-19,16,56
-19,16,56,-19,16,56,-19,16,56
-19,16,56,-19,16,56,-19,16,56
-19,19,56,-19,16,56,-19,16,56
-19,19,56,-19,19,56,-19,19,56
-19,19,56,-19,19,56,-19,19,56
-19,19,56,-19,19,56,-19,19,56
-19,19,56,-19,19,56,-19,19,56
-19,19,56,-19,19,56,-19,19,56
-19,19,56,-19,19,56,-19,19,56
-20,17,56,-20,17,56,-20,17,56
-20,17,56,-20,17,56,-20,17,56
-20,17,56,-20,17,56,-20,17,56
-20,17,56,-20,17,56,-20,17,56
-20,17,56,-20,17,56,-20,17,56
-20,17,56,-20,17,56,-20,17,56
-17,19,56,-20,17,56,-20,17,56
-17,19,56,-17,19,56,-17,19,56
-17,19,56,-17,19,56,-17,19,56
-17,19,56,-17,19,56,-17,19,56
-17,19,56,-17,19,56,-17,19,56
-17,19,56,-17,19,56,-17,19,56
-17,19,56,-17,19,56,-17,19,56
-20,18,55,-20,18,55,-20,18,55
-20,18,55,-20,18,55,-20,18,55
-20,18,55,-20,18,55,-20,18,55
-20,18,55,-20,18,55,-20,18,55
-20,18,55,-20,18,55,-20,18,55
-20,18,55,-20,18,55,-20,18,55
-18,17,55,-20,18,55,-20,18,55
-18,17,55,-18,17,55,-18,17,55
-18,17,55,-18,17,55,-18,17,55
-18,17,55,-18,17,55,-18,17,55
-18,17,55,-18,17,55,-18,17,55
-18,17,55,-18,17,55,-18,17,55
-18,17,55,-18,17,55,-18,17,55
-18,18,56,-18,18,56,-18,18,56
-18,18,56,-18,18,56,-18,18,56
-18,18,56,-18,18,56,-18,18,56
-18,18,56,-18,18,56,-18,18,56
-18,18,56,-18,18,56,-18,18,56
-18,18,56,-18,18,56,-18,18,56
-19,18,57,-19,18,57,-18,18,56
-19,18,57,-19,18,57,-19,18,57
-19,18,57,-19,18,57,-19,18,57
-19,18,57,-19,18,57,-19,18,57
-19,18,57,-19,18,57,-19,18,57
-19,18,57,-19,18,57,-19,18,57
-19,18,57,-19,18,57,-19,18,57
-18,19,57,-18,19,57,-18,19,57
-18,19,57,-18,19,57,-18,19,57
-18,19,57,-18,19,57,-18,19,57
-18,19,57,-18,19,57,-18,19,57
-18,19,57,-18,19,57,-18,19,57
-18,19,57,-18,19,57,-18,19,57
-18,19,57,-18,19,57,-18,19,57
-19,17,56,-19,17,56,-18,19,57
-19,17,56,-19,17,56,-19,17,56
-19,17,56,-19,17,56,-19,17,56
-19,17,56,-19,17,56,-19,17,56
-19,17,56,-19,17,56,-19,17,56
-19,17,56,-19,17,56,-19,17,56
-19,17,55,-19,17,56,-19,17,56
-18,19,55,-18,19,55,-18,19,55
-18,19,55,-18,19,55,-18,19,55
-18,19,55,-18,19,55,-18,19,55
-18,19,55,-18,19,55,-18,19,55
-18,19,55,-18,19,55,-18,19,55
-18,19,55,-18,19,55,-18,19,55
-19,19,56,-19,19,56,-18,19,55
-19,19,56,-19,19,56,-19,19,56
-19,19,56,-19,19,56,-19,19,56
-19,19,56,-19,19,56,-19,19,56
-19,19,56,-19,19,56,-19,19,56
-19,19,56,-19,19,56,-19,19,56
-19,20,56,-19,19,56,-19,19,56
-19,20,56,-19,20,56,-19,20,56
-19,20,56,-19,20,56,-19,20,56
-19,20,56,-19,20,56,-19,20,56
-19,20,56,-19,20,56,-19,20,56
-19,20,56,-19,20,56,-19,20,56
-19,20,56,-19,20,56,-19,20,56
-19,18,55,-19,18,55,-19,20,56
-19,18,55,-19,18,55,-19,18,55
-19,18,55,-19,18,55,-19,18,55
-19,18,55,-19,18,55,-19,18,55
-19,18,55,-19,18,55,-19,18,55
-19,18,55,-19,18,55,-19,18,55
-20,19,55,-19,18,55,-19,18,55
-20,19,55,-20,19,55,-20,19,55
-20,19,55,-20,19,55,-20,19,55
-20,19,55,-20,19,55,-20,19,55
-20,19,55,-20,19,55,-20,19,55
-20,19,55,-20,19,55,-20,19,55
-20,19,55,-20,19,55,-20,19,55
-18,18,55,-18,18,55,-18,18,55
-18,18,55,-18,18,55,-18,18,55
-18,18,55,-18,18,55,-18,18,55
-18,18,55,-18,18,55,-18,18,55
-18,18,55,-18,18,55,-18,18,55
-18,18,55,-18,18,55,-18,18,55
-20,19,57,-18,18,55,-18,18,55
-20,19,57,-20,19,57,-20,19,57
-20,19,57,-20,19,57,-20,19,57
-20,19,57,-20,19,57,-20,19,57
-20,19,57,-20,19,57,-20,19,57
-20,19,57,-20,19,57,-20,19,57
-20,19,57,-20,19,57,-20,19,57
-20,19,57,-20,19,57,-20,19,57
-19,19,56,-19,19,56,-19,19,56
-19,19,56,-19,19,56,-19,19,56
-19,19,56,-19,19,56,-19,19,56
-19,19,56,-19,19,56,-19,19,56
-19,19,56,-19,19,56,-19,19,56
-19,19,56,-19,19,56,-19,19,56
-17,17,55,-19,19,56,-19,19,56
-17,17,55,-17,17,55,-17,17,55
-17,17,55,-17,17,55,-17,17,55
-17,17,55,-17,17,55,-17,17,55
-17,17,55,-17,17,55,-17,17,55
-17,17,55,-17,17,55,-17,17,55
-17,17,55,-17,17,55,-17,17,55
-19,19,56,-19,19,56,-19,19,56
-19,19,56,-19,19,56,-19,19,56
-19,19,56,-19,19,56,-19,19,56
-19,19,56,-19,19,56,-19,19,56
-19,19,56,-19,19,56,-19,19,56
-19,19,56,-19,19,56,-19,19,56
-18,19,56,-18,19,56,-19,19,56
-18,19,56,-18,19,56,-18,19,56
-18,19,56,-18,19,56,-18,19,56
-18,19,56,-18,19,56,-18,19,56
-18,19,56,-18,19,56,-18,19,56
-18,19,56,-18,19,56,-18,19,56
-18,19,56,-18,19,56,-18,19,56
-19,19,56,-19,19,56,-19,19,56
-19,19,56,-19,19,56,-19,19,56
-19,19,56,-19,19,56,-19,19,56
-19,19,56,-19,19,56,-19,19,56
-19,19,56,-19,19,56,-19,19,56
-19,19,56,-19,19,56,-19,19,56
-19,17,55,-19,17,55,-19,19,56
-19,17,55,-19,17,55,-19,17,55
-19,17,55,-19,17,55,-19,17,55
-19,17,55,-19,17,55,-19,17,55
-19,17,55,-19,17,55,-19,17,55
-19,17,55,-19,17,55,-19,17,55
-18,18,55,-19,17,55,-19,17,55
-18,18,55,-18,18,55,-18,18,55
-18,18,55,-18,18,55,-18,18,55
-18,18,55,-18,18,55,-18,18,55
-18,18,55,-18,18,55,-18,18,55
-18,18,55,-18,18,55,-18,18,55
-18,18,55,-18,18,55,-18,18,55
-18,18,57,-18,18,57,-18,18,55
-18,18,57,-18,18,57,-18,18,57
-18,18,57,-18,18,57,-18,18,57
-18,18,57,-18,18,57,-18,18,57
-18,18,57,-18,18,57,-18,18,57
-18,18,57,-18,18,57,-18,18,57
-18,18,57,-18,18,57,-18,18,57
-16,17,57,-18,18,57,-18,18,57
-16,17,57,-16,17,57,-16,17,57
-16,17,57,-16,17,57,-16,17,57
-16,17,57,-16,17,57,-16,17,57
-16,17,57,-16,17,57,-16,17,57
-16,17,57,-16,17,57,-16,17,57
-16,17,57,-16,17,57,-16,17,57
-20,17,57,-20,17,57,-16,17,57
-20,17,57,-20,17,57,-20,17,57
-20,17,57,-20,17,57,-20,17,57
-20,17,57,-20,17,57,-20,17,57
-20,17,57,-20,17,57,-20,17,57
-20,17,57,-20,17,57,-20,17,57
-18,18,56,-20,17,57,-20,17,57
-18,18,56,-18,18,56,-18,18,56
-18,18,56,-18,18,56,-18,18,56
-18,18,56,-18,18,56,-18,18,56
-18,18,56,-18,18,56,-18,18,56
-18,18,56,-18,18,56,-18,18,56
-18,18,56,-18,18,56,-18,18,56
-17,17,57,-17,17,57,-17,17,57
-17,17,57,-17,17,57,-17,17,57
-17,17,57,-17,17,57,-17,17,57
-17,17,57,-17,17,57,-17,17,57
-17,17,57,-17,17,57,-17,17,57
-17,17,57,-17,17,57,-17,17,57
-18,16,57,-17,17,57,-17,17,57
-18,16,57,-18,16,57,-18,16,57
-18,16,57,-18,16,57,-18,16,57
-18,16,57,-18,16,57,-18,16,57
-18,16,57,-18,16,57,-18,16,57
-18,16,57,-18,16,57,-18,16,57
-18,16,57,-18,16,57,-18,16,57
-18,18,57,-18,18,57,-18,18,57
-18,18,57,-18,18,57,-18,18,57
-18,18,57,-18,18,57,-18,18,57
-18,18,57,-18,18,57,-18,18,57
-18,18,57,-18,18,57,-18,18,57
-18,18,57,-18,18,57,-18,18,57
-17,17,56,-17,17,56,-18,18,57
-17,17,56,-17,17,56,-17,17,56
-17,17,56,-17,17,56,-17,17,56
-17,17,56,-17,17,56,-17,17,56
-17,17,56,-17,17,56,-17,17,56
-17,17,56,-17,17,56,-17,17,56
-17,17,56,-17,17,56,-17,17,56
-17,17,56,-17,17,56,-17,17,56
-19,17,56,-19,17,56,-19,17,56
-19,17,56,-19,17,56,-19,17,56
-19,17,56,-19,17,56,-19,17,56
-19,17,56,-19,17,56,-19,17,56
-19,17,56,-19,17,56,-19,17,56
-19,17,56,-19,17,56,-19,17,56
-18,18,57,-18,18,57,-19,17,56
-18,18,57,-18,18,57,-18,18,57
-18,18,57,-18,18,57,-18,18,57
-18,18,57,-18,18,57,-18,18,57
-18,18,57,-18,18,57,-18,18,57
-18,18,57,-18,18,57,-18,18,57
-18,18,57,-18,18,57,-18,18,57
-16,17,57,-16,17,57,-16,17,57
-16,17,57,-16,17,57,-16,17,57
-16,17,57,-16,17,57,-16,17,57
-16,17,57,-16,17,57,-16,17,57
-16,17,57,-16,17,57,-16,17,57
-16,17,57,-16,17,57,-16,17,57
-16,17,57,-16,17,57,-16,17,57
-16,17,57,-16,17,57,-16,17,57
-16,17,57,-16,17,57,-16,17,57
-16,17,57,-16,17,57,-16,17,57
-16,17,57,-16,17,57,-16,17,57
-16,17,57,-16,17,57,-16,17,57
-17,18,58,-16,17,57,-16,17,57
-17,18,58,-17,18,58,-17,18,58
-17,18,58,-17,18,58,-17,18,58
-17,18,58,-17,18,58,-17,18,58
-17,18,58,-17,18,58,-17,18,58
-17,18,58,-17,18,58,-17,18,58
-17,18,58,-17,18,58,-17,18,58
-17,17,57,-17,17,57,-17,18,58
-17,17,57,-17,17,57,-17,17,57
-17,17,57,-17,17,57,-17,17,57
-17,17,57,-17,17,57,-17,17,57
-17,17,57,-17,17,57,-17,17,57
-17,17,57,-17,17,57,-17,17,57
-17,17,57,-17,17,57,-17,17,57
-17,17,57,-17,17,57,-17,17,57
-17,17,57,-17,17,57,-17,17,57
-17,17,57,-17,17,57,-17,17,57
-17,17,57,-17,17,57,-17,17,57
-17,17,57,-17,17,57,-17,17,57
-17,17,57,-17,17,57,-17,17,57
-17,18,57,-17,18,57,-17,18,57
-17,18,57,-17,18,57,-17,18,57
-17,18,57,-17,18,57,-17,18,57
