,0,1,2
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,-7.911622524261475,43.57600784301758,32.00727844238281
12,-8.451050758361816,45.5732421875,32.18123245239258
13,-8.451050758361816,44.48384094238281,31.13751792907715
14,-8.451050758361816,44.48384094238281,31.13751792907715
15,-7.552003383636475,44.665409088134766,30.963563919067383
16,-7.552003383636475,44.665409088134766,30.963563919067383
17,-8.271241188049316,44.302276611328125,30.615659713745117
18,-8.630861282348633,43.93914031982422,32.355186462402344
19,-7.731812953948975,44.84697341918945,30.093801498413086
20,-7.731812953948975,44.84697341918945,30.093801498413086
21,-6.473145484924316,45.39167404174805,27.136606216430664
22,-6.652955055236816,48.8414421081543,25.9189395904541
23,-5.214478492736816,51.38337707519531,18.265024185180664
24,-5.214478492736816,51.38337707519531,18.265024185180664
25,-5.753907203674316,57.73821258544922,5.566483497619629
26,-3.7760016918182373,62.64051055908203,-8.871582984924316
27,-3.7760016918182373,62.64051055908203,-8.871582984924316
28,-2.157715320587158,63.91147994995117,-16.699451446533203
29,-3.596191883087158,69.35848236083984,-32.355186462402344
30,-3.596191883087158,69.35848236083984,-32.355186462402344
31,-4.315430641174316,73.35294342041016,-49.40254211425781
32,-4.495240211486816,73.89764404296875,-61.753177642822266
33,-4.495240211486816,73.89764404296875,-61.753177642822266
34,-5.753907203674316,71.53727722167969,-68.18942260742188
35,-6.113526344299316,67.17967987060547,-72.0163803100586
36,-5.574097633361816,63.36677932739258,-72.53823852539062
37,-5.574097633361816,63.36677932739258,-72.53823852539062
38,-6.832764625549316,58.4644775390625,-70.97266387939453
39,-6.652955055236816,54.28844451904297,-67.31965637207031
40,-6.652955055236816,54.28844451904297,-67.31965637207031
41,-6.832764625549316,45.028541564941406,-59.839698791503906
42,-8.630861282348633,39.94467544555664,-53.22949981689453
43,-8.990480422973633,38.129005432128906,-48.010921478271484
44,-8.990480422973633,38.129005432128906,-48.010921478271484
45,-11.148195266723633,35.22393798828125,-45.575584411621094
46,-14.204957962036133,39.036842346191406,-50.27230453491211
47,-13.485719680786133,38.31057357788086,-49.57649230957031
48,-13.485719680786133,38.31057357788086,-49.57649230957031
49,-12.766481399536133,36.13177490234375,-44.7058219909668
50,-13.305910110473633,35.587074279785156,-45.575584411621094
51,-13.305910110473633,35.587074279785156,-45.575584411621094
52,-13.665529251098633,32.6820068359375,-42.79234313964844
53,-13.126100540161133,28.86910629272461,-33.572853088378906
54,-13.126100540161133,28.86910629272461,-33.572853088378906
55,-15.82324504852295,24.329936981201172,-22.265933990478516
56,-18.700199127197266,20.698604583740234,-10.785061836242676
57,-18.700199127197266,20.698604583740234,-10.785061836242676
58,-21.397342681884766,19.427637100219727,-2.2613840103149414
59,-21.217533111572266,18.882936477661133,5.914388656616211
60,-20.857913970947266,17.067270278930664,15.307829856872559
61,-20.857913970947266,17.067270278930664,15.307829856872559
62,-21.037723541259766,15.070035934448242,20.700361251831055
63,-20.857913970947266,16.70413589477539,24.005460739135742
64,-20.857913970947266,16.70413589477539,24.005460739135742
65,-21.217533111572266,13.79906940460205,31.31147003173828
66,-19.779056549072266,15.251603126525879,33.74680709838867
67,-19.779056549072266,15.251603126525879,33.74680709838867
68,-22.296390533447266,19.609203338623047,39.66119384765625
69,-21.397342681884766,24.874637603759766,43.662105560302734
70,-18.700199127197266,26.871871948242188,47.31510925292969
71,-18.700199127197266,26.871871948242188,47.31510925292969
72,-16.542482376098633,34.13454055786133,42.79234313964844
73,-16.542482376098633,34.13454055786133,42.79234313964844
74,-18.340579986572266,40.67094039916992,33.398902893066406
75,-18.160770416259766,45.21010971069336,23.135696411132812
76,-21.577152252197266,51.20180892944336,10.437156677246094
77,-21.577152252197266,51.20180892944336,10.437156677246094
78,-23.375247955322266,54.83314514160156,3.4790520668029785
79,-24.454105377197266,55.559410095214844,-0.6958104372024536
80,-25.532962799072266,52.29121017456055,1.0437157154083252
81,-25.532962799072266,52.29121017456055,1.0437157154083252
82,-26.971439361572266,53.01747512817383,-11.48087215423584
83,-26.971439361572266,53.01747512817383,-11.48087215423584
84,-28.050296783447266,54.83314514160156,-28.180322647094727
85,-28.050296783447266,55.559410095214844,-44.8797721862793
86,-24.094486236572266,57.01194381713867,-61.5792236328125
87,-24.094486236572266,57.01194381713867,-61.5792236328125
88,-16.902101516723633,58.10134506225586,-70.624755859375
89,-10.788576126098633,61.369544982910156,-75.49542999267578
90,-10.788576126098633,61.369544982910156,-75.49542999267578
91,-6.293335914611816,62.27737808227539,-74.97357177734375
92,0.3596192002296448,60.64327621459961,-69.92894744873047
93,0.3596192002296448,60.64327621459961,-69.92894744873047
94,2.697144031524658,62.64051055908203,-61.05736541748047
95,5.034668922424316,64.63774871826172,-47.31510925292969
96,5.034668922424316,64.63774871826172,-47.31510925292969
97,8.091431617736816,60.82484436035156,-31.485422134399414
98,7.372193813323975,58.64604568481445,-16.873403549194336
99,4.495240211486816,59.372310638427734,-12.350635528564453
100,1.9779056310653687,57.919776916503906,-3.3050994873046875
101,1.9779056310653687,57.919776916503906,-3.3050994873046875
102,-0.1798096001148224,56.46724319458008,5.044625759124756
103,-3.9558112621307373,55.922542572021484,6.958104133605957
104,-3.9558112621307373,55.922542572021484,6.958104133605957
105,-5.214478492736816,54.28844451904297,10.263203620910645
106,-10.788576126098633,57.73821258544922,8.697630882263184
107,-10.788576126098633,57.73821258544922,8.697630882263184
108,-12.766481399536133,56.83037567138672,5.74043607711792
109,-12.586671829223633,57.01194381713867,6.262293815612793
110,-12.586671829223633,57.01194381713867,6.262293815612793
